latitude,longitude,updated_type,updated_subtype,alert count
41.79,-87.65,Accident,Minor,1
41.79,-87.65,Accident,Unclassified,9
41.79,-87.65,Hazard,On Road,126
41.79,-87.65,Hazard,On Shoulder,11
41.79,-87.65,Jam,Heavy Traffic,20
41.79,-87.65,Jam,Moderate Traffic,1
41.79,-87.65,Jam,Stand Still Traffic,12
41.79,-87.65,Jam,Unclassified,10
41.79,-87.65,Road Closed,Event,1
41.79,-87.64,Accident,Major,116
41.79,-87.64,Accident,Minor,29
41.79,-87.64,Accident,Unclassified,225
41.79,-87.64,Hazard,On Road,753
41.79,-87.64,Hazard,On Shoulder,2398
41.79,-87.64,Hazard,Unclassified,36
41.79,-87.64,Hazard,Weather,13
41.79,-87.64,Jam,Heavy Traffic,746
41.79,-87.64,Jam,Moderate Traffic,12
41.79,-87.64,Jam,Stand Still Traffic,607
41.79,-87.64,Jam,Unclassified,222
41.79,-87.64,Road Closed,Event,1
41.79,-87.64,Road Closed,Unclassified,7
41.79,-87.63,Accident,Major,1
41.79,-87.63,Accident,Minor,1
41.79,-87.63,Accident,Unclassified,25
41.79,-87.63,Hazard,On Road,173
41.79,-87.63,Hazard,On Shoulder,16
41.79,-87.63,Hazard,Weather,12
41.79,-87.63,Jam,Heavy Traffic,31
41.79,-87.63,Jam,Moderate Traffic,1
41.79,-87.63,Jam,Stand Still Traffic,23
41.79,-87.63,Jam,Unclassified,37
41.79,-87.63,Road Closed,Event,5
41.79,-87.62,Accident,Minor,1
41.79,-87.62,Accident,Unclassified,11
41.79,-87.62,Hazard,On Road,34
41.79,-87.62,Hazard,On Shoulder,10
41.79,-87.62,Hazard,Weather,2
41.79,-87.62,Jam,Heavy Traffic,14
41.79,-87.62,Jam,Moderate Traffic,1
41.79,-87.62,Jam,Stand Still Traffic,8
41.79,-87.62,Jam,Unclassified,15
41.79,-87.62,Road Closed,Event,14
41.79,-87.62,Road Closed,Unclassified,2
41.79,-87.61,Accident,Major,2
41.79,-87.61,Accident,Minor,1
41.79,-87.61,Accident,Unclassified,8
41.79,-87.61,Hazard,On Road,71
41.79,-87.61,Hazard,On Shoulder,9
41.79,-87.61,Hazard,Weather,2
41.79,-87.61,Jam,Heavy Traffic,43
41.79,-87.61,Jam,Stand Still Traffic,40
41.79,-87.61,Jam,Unclassified,34
41.79,-87.61,Road Closed,Unclassified,6
41.79,-87.6,Accident,Major,1
41.79,-87.6,Accident,Minor,1
41.79,-87.6,Accident,Unclassified,12
41.79,-87.6,Hazard,On Road,57
41.79,-87.6,Hazard,On Shoulder,11
41.79,-87.6,Hazard,Weather,8
41.79,-87.6,Jam,Heavy Traffic,34
41.79,-87.6,Jam,Stand Still Traffic,30
41.79,-87.6,Jam,Unclassified,19
41.79,-87.6,Road Closed,Unclassified,5
41.79,-87.59,Accident,Major,8
41.79,-87.59,Accident,Minor,4
41.79,-87.59,Accident,Unclassified,63
41.79,-87.59,Hazard,On Road,209
41.79,-87.59,Hazard,On Shoulder,94
41.79,-87.59,Hazard,Unclassified,1
41.79,-87.59,Hazard,Weather,7
41.79,-87.59,Jam,Heavy Traffic,97
41.79,-87.59,Jam,Moderate Traffic,5
41.79,-87.59,Jam,Stand Still Traffic,104
41.79,-87.59,Jam,Unclassified,75
41.79,-87.59,Road Closed,Event,8
41.79,-87.59,Road Closed,Unclassified,7
41.79,-87.58,Accident,Major,4
41.79,-87.58,Accident,Minor,3
41.79,-87.58,Accident,Unclassified,32
41.79,-87.58,Hazard,On Road,68
41.79,-87.58,Hazard,On Shoulder,149
41.79,-87.58,Hazard,Unclassified,1
41.79,-87.58,Hazard,Weather,1
41.79,-87.58,Jam,Heavy Traffic,60
41.79,-87.58,Jam,Moderate Traffic,1
41.79,-87.58,Jam,Stand Still Traffic,55
41.79,-87.58,Jam,Unclassified,10
41.79,-87.58,Road Closed,Event,1
41.79,-87.58,Road Closed,Unclassified,1
41.8,-87.8,Accident,Major,5
41.8,-87.8,Accident,Unclassified,2
41.8,-87.8,Hazard,On Road,12
41.8,-87.8,Hazard,On Shoulder,37
41.8,-87.8,Hazard,Weather,1
41.8,-87.8,Jam,Heavy Traffic,24
41.8,-87.8,Jam,Stand Still Traffic,21
41.8,-87.8,Jam,Unclassified,7
41.8,-87.78,Accident,Unclassified,1
41.8,-87.78,Hazard,On Road,10
41.8,-87.78,Jam,Unclassified,1
41.8,-87.77,Hazard,On Road,2
41.8,-87.77,Jam,Heavy Traffic,1
41.8,-87.77,Road Closed,Unclassified,1
41.8,-87.76,Accident,Unclassified,2
41.8,-87.76,Hazard,On Road,15
41.8,-87.76,Hazard,Weather,1
41.8,-87.76,Jam,Stand Still Traffic,1
41.8,-87.76,Jam,Unclassified,1
41.8,-87.75,Accident,Major,4
41.8,-87.75,Accident,Minor,3
41.8,-87.75,Accident,Unclassified,40
41.8,-87.75,Hazard,On Road,291
41.8,-87.75,Hazard,On Shoulder,61
41.8,-87.75,Hazard,Unclassified,1
41.8,-87.75,Hazard,Weather,8
41.8,-87.75,Jam,Heavy Traffic,156
41.8,-87.75,Jam,Moderate Traffic,5
41.8,-87.75,Jam,Stand Still Traffic,165
41.8,-87.75,Jam,Unclassified,80
41.8,-87.75,Road Closed,Unclassified,2
41.8,-87.74,Accident,Unclassified,13
41.8,-87.74,Hazard,On Road,33
41.8,-87.74,Hazard,On Shoulder,8
41.8,-87.74,Jam,Heavy Traffic,34
41.8,-87.74,Jam,Moderate Traffic,2
41.8,-87.74,Jam,Stand Still Traffic,35
41.8,-87.74,Jam,Unclassified,17
41.8,-87.74,Road Closed,Unclassified,2
41.8,-87.73,Accident,Major,6
41.8,-87.73,Accident,Minor,5
41.8,-87.73,Accident,Unclassified,32
41.8,-87.73,Hazard,On Road,125
41.8,-87.73,Hazard,On Shoulder,23
41.8,-87.73,Hazard,Unclassified,1
41.8,-87.73,Hazard,Weather,2
41.8,-87.73,Jam,Heavy Traffic,121
41.8,-87.73,Jam,Moderate Traffic,2
41.8,-87.73,Jam,Stand Still Traffic,88
41.8,-87.73,Jam,Unclassified,58
41.8,-87.73,Road Closed,Unclassified,1
41.8,-87.72,Accident,Major,2
41.8,-87.72,Accident,Minor,3
41.8,-87.72,Accident,Unclassified,27
41.8,-87.72,Hazard,On Road,61
41.8,-87.72,Hazard,On Shoulder,14
41.8,-87.72,Hazard,Unclassified,1
41.8,-87.72,Hazard,Weather,3
41.8,-87.72,Jam,Heavy Traffic,99
41.8,-87.72,Jam,Moderate Traffic,6
41.8,-87.72,Jam,Stand Still Traffic,97
41.8,-87.72,Jam,Unclassified,57
41.8,-87.71,Accident,Major,4
41.8,-87.71,Accident,Minor,1
41.8,-87.71,Accident,Unclassified,14
41.8,-87.71,Hazard,On Road,55
41.8,-87.71,Hazard,On Shoulder,10
41.8,-87.71,Hazard,Unclassified,5
41.8,-87.71,Jam,Heavy Traffic,69
41.8,-87.71,Jam,Stand Still Traffic,40
41.8,-87.71,Jam,Unclassified,32
41.8,-87.71,Road Closed,Unclassified,1
41.8,-87.7,Accident,Unclassified,7
41.8,-87.7,Hazard,On Road,26
41.8,-87.7,Hazard,On Shoulder,3
41.8,-87.7,Hazard,Weather,1
41.8,-87.7,Jam,Heavy Traffic,47
41.8,-87.7,Jam,Moderate Traffic,2
41.8,-87.7,Jam,Stand Still Traffic,26
41.8,-87.7,Jam,Unclassified,10
41.8,-87.69,Accident,Major,6
41.8,-87.69,Accident,Minor,2
41.8,-87.69,Accident,Unclassified,27
41.8,-87.69,Hazard,On Road,118
41.8,-87.69,Hazard,On Shoulder,25
41.8,-87.69,Hazard,Weather,4
41.8,-87.69,Jam,Heavy Traffic,59
41.8,-87.69,Jam,Moderate Traffic,3
41.8,-87.69,Jam,Stand Still Traffic,46
41.8,-87.69,Jam,Unclassified,31
41.8,-87.69,Road Closed,Unclassified,3
41.8,-87.68,Accident,Unclassified,6
41.8,-87.68,Hazard,On Road,92
41.8,-87.68,Hazard,On Shoulder,3
41.8,-87.68,Hazard,Weather,4
41.8,-87.68,Jam,Heavy Traffic,19
41.8,-87.68,Jam,Stand Still Traffic,14
41.8,-87.68,Jam,Unclassified,15
41.8,-87.68,Road Closed,Unclassified,3
41.8,-87.67,Accident,Major,2
41.8,-87.67,Accident,Unclassified,7
41.8,-87.67,Hazard,On Road,133
41.8,-87.67,Hazard,On Shoulder,10
41.8,-87.67,Hazard,Weather,4
41.8,-87.67,Jam,Heavy Traffic,48
41.8,-87.67,Jam,Moderate Traffic,4
41.8,-87.67,Jam,Stand Still Traffic,34
41.8,-87.67,Jam,Unclassified,23
41.8,-87.67,Road Closed,Unclassified,7
41.8,-87.66,Accident,Unclassified,5
41.8,-87.66,Hazard,On Road,123
41.8,-87.66,Hazard,On Shoulder,5
41.8,-87.66,Hazard,Weather,4
41.8,-87.66,Jam,Heavy Traffic,7
41.8,-87.66,Jam,Stand Still Traffic,2
41.8,-87.66,Jam,Unclassified,10
41.8,-87.66,Road Closed,Unclassified,3
41.8,-87.65,Accident,Major,1
41.8,-87.65,Accident,Minor,1
41.8,-87.65,Accident,Unclassified,6
41.8,-87.65,Hazard,On Road,61
41.8,-87.65,Hazard,On Shoulder,5
41.8,-87.65,Hazard,Weather,1
41.8,-87.65,Jam,Heavy Traffic,13
41.8,-87.65,Jam,Stand Still Traffic,11
41.8,-87.65,Jam,Unclassified,5
41.8,-87.65,Road Closed,Unclassified,4
41.8,-87.64,Accident,Major,129
41.8,-87.64,Accident,Minor,24
41.8,-87.64,Accident,Unclassified,236
41.8,-87.64,Hazard,On Road,1306
41.8,-87.64,Hazard,On Shoulder,2934
41.8,-87.64,Hazard,Unclassified,48
41.8,-87.64,Hazard,Weather,30
41.8,-87.64,Jam,Heavy Traffic,1010
41.8,-87.64,Jam,Moderate Traffic,14
41.8,-87.64,Jam,Stand Still Traffic,632
41.8,-87.64,Jam,Unclassified,234
41.8,-87.63,Accident,Major,1
41.8,-87.63,Accident,Unclassified,9
41.8,-87.63,Hazard,On Road,76
41.8,-87.63,Hazard,On Shoulder,9
41.8,-87.63,Hazard,Weather,1
41.8,-87.63,Jam,Heavy Traffic,8
41.8,-87.63,Jam,Moderate Traffic,1
41.8,-87.63,Jam,Stand Still Traffic,2
41.8,-87.63,Jam,Unclassified,13
41.8,-87.63,Road Closed,Unclassified,1
41.8,-87.62,Accident,Major,1
41.8,-87.62,Accident,Minor,3
41.8,-87.62,Accident,Unclassified,6
41.8,-87.62,Hazard,On Road,63
41.8,-87.62,Hazard,On Shoulder,3
41.8,-87.62,Hazard,Weather,1
41.8,-87.62,Jam,Heavy Traffic,7
41.8,-87.62,Jam,Stand Still Traffic,5
41.8,-87.62,Jam,Unclassified,14
41.8,-87.62,Road Closed,Unclassified,13
41.8,-87.61,Accident,Major,1
41.8,-87.61,Accident,Minor,1
41.8,-87.61,Accident,Unclassified,10
41.8,-87.61,Hazard,On Road,99
41.8,-87.61,Hazard,On Shoulder,12
41.8,-87.61,Hazard,Weather,2
41.8,-87.61,Jam,Heavy Traffic,11
41.8,-87.61,Jam,Stand Still Traffic,3
41.8,-87.61,Jam,Unclassified,28
41.8,-87.61,Road Closed,Unclassified,6
41.8,-87.6,Accident,Major,1
41.8,-87.6,Accident,Unclassified,12
41.8,-87.6,Hazard,On Road,102
41.8,-87.6,Hazard,On Shoulder,18
41.8,-87.6,Hazard,Weather,7
41.8,-87.6,Jam,Heavy Traffic,29
41.8,-87.6,Jam,Moderate Traffic,1
41.8,-87.6,Jam,Stand Still Traffic,19
41.8,-87.6,Jam,Unclassified,22
41.8,-87.6,Road Closed,Unclassified,13
41.8,-87.59,Accident,Major,6
41.8,-87.59,Accident,Minor,9
41.8,-87.59,Accident,Unclassified,62
41.8,-87.59,Hazard,On Road,217
41.8,-87.59,Hazard,On Shoulder,298
41.8,-87.59,Hazard,Weather,13
41.8,-87.59,Jam,Heavy Traffic,70
41.8,-87.59,Jam,Moderate Traffic,1
41.8,-87.59,Jam,Stand Still Traffic,81
41.8,-87.59,Jam,Unclassified,40
41.8,-87.59,Road Closed,Event,4
41.81,-87.77,Accident,Major,5
41.81,-87.77,Accident,Minor,3
41.81,-87.77,Accident,Unclassified,4
41.81,-87.77,Hazard,On Road,31
41.81,-87.77,Hazard,On Shoulder,73
41.81,-87.77,Hazard,Unclassified,1
41.81,-87.77,Jam,Heavy Traffic,29
41.81,-87.77,Jam,Moderate Traffic,1
41.81,-87.77,Jam,Stand Still Traffic,48
41.81,-87.77,Jam,Unclassified,5
41.81,-87.77,Road Closed,Unclassified,4
41.81,-87.76,Accident,Major,6
41.81,-87.76,Accident,Minor,3
41.81,-87.76,Accident,Unclassified,28
41.81,-87.76,Hazard,On Road,121
41.81,-87.76,Hazard,On Shoulder,820
41.81,-87.76,Hazard,Unclassified,4
41.81,-87.76,Hazard,Weather,2
41.81,-87.76,Jam,Heavy Traffic,118
41.81,-87.76,Jam,Moderate Traffic,2
41.81,-87.76,Jam,Stand Still Traffic,92
41.81,-87.76,Jam,Unclassified,47
41.81,-87.75,Accident,Major,39
41.81,-87.75,Accident,Minor,16
41.81,-87.75,Accident,Unclassified,177
41.81,-87.75,Hazard,On Road,1010
41.81,-87.75,Hazard,On Shoulder,1787
41.81,-87.75,Hazard,Unclassified,13
41.81,-87.75,Hazard,Weather,51
41.81,-87.75,Jam,Heavy Traffic,1164
41.81,-87.75,Jam,Moderate Traffic,22
41.81,-87.75,Jam,Stand Still Traffic,889
41.81,-87.75,Jam,Unclassified,318
41.81,-87.75,Road Closed,Event,3
41.81,-87.75,Road Closed,Unclassified,20
41.81,-87.74,Accident,Major,39
41.81,-87.74,Accident,Minor,9
41.81,-87.74,Accident,Unclassified,61
41.81,-87.74,Hazard,On Road,457
41.81,-87.74,Hazard,On Shoulder,1006
41.81,-87.74,Hazard,Unclassified,3
41.81,-87.74,Hazard,Weather,7
41.81,-87.74,Jam,Heavy Traffic,588
41.81,-87.74,Jam,Moderate Traffic,26
41.81,-87.74,Jam,Stand Still Traffic,335
41.81,-87.74,Jam,Unclassified,218
41.81,-87.74,Road Closed,Event,2
41.81,-87.74,Road Closed,Unclassified,1
41.81,-87.73,Accident,Major,20
41.81,-87.73,Accident,Minor,6
41.81,-87.73,Accident,Unclassified,53
41.81,-87.73,Hazard,On Road,296
41.81,-87.73,Hazard,On Shoulder,61
41.81,-87.73,Hazard,Unclassified,4
41.81,-87.73,Hazard,Weather,5
41.81,-87.73,Jam,Heavy Traffic,159
41.81,-87.73,Jam,Moderate Traffic,2
41.81,-87.73,Jam,Stand Still Traffic,124
41.81,-87.73,Jam,Unclassified,60
41.81,-87.73,Road Closed,Unclassified,1
41.81,-87.72,Accident,Major,1
41.81,-87.72,Accident,Unclassified,3
41.81,-87.72,Hazard,On Road,11
41.81,-87.72,Hazard,Weather,1
41.81,-87.72,Jam,Heavy Traffic,7
41.81,-87.72,Jam,Stand Still Traffic,10
41.81,-87.72,Jam,Unclassified,4
41.81,-87.71,Accident,Major,4
41.81,-87.71,Accident,Minor,1
41.81,-87.71,Accident,Unclassified,21
41.81,-87.71,Hazard,On Road,71
41.81,-87.71,Hazard,On Shoulder,15
41.81,-87.71,Hazard,Weather,6
41.81,-87.71,Jam,Heavy Traffic,106
41.81,-87.71,Jam,Moderate Traffic,7
41.81,-87.71,Jam,Stand Still Traffic,84
41.81,-87.71,Jam,Unclassified,61
41.81,-87.71,Road Closed,Unclassified,1
41.81,-87.7,Accident,Unclassified,6
41.81,-87.7,Hazard,On Road,44
41.81,-87.7,Hazard,On Shoulder,1
41.81,-87.7,Hazard,Unclassified,1
41.81,-87.7,Hazard,Weather,1
41.81,-87.7,Jam,Heavy Traffic,33
41.81,-87.7,Jam,Moderate Traffic,1
41.81,-87.7,Jam,Stand Still Traffic,21
41.81,-87.7,Jam,Unclassified,19
41.81,-87.7,Road Closed,Unclassified,12
41.81,-87.69,Accident,Unclassified,19
41.81,-87.69,Hazard,On Road,123
41.81,-87.69,Hazard,On Shoulder,39
41.81,-87.69,Hazard,Weather,5
41.81,-87.69,Jam,Heavy Traffic,117
41.81,-87.69,Jam,Moderate Traffic,3
41.81,-87.69,Jam,Stand Still Traffic,37
41.81,-87.69,Jam,Unclassified,30
41.81,-87.68,Accident,Minor,1
41.81,-87.68,Hazard,On Road,2
41.81,-87.68,Hazard,Weather,1
41.81,-87.68,Jam,Heavy Traffic,10
41.81,-87.68,Jam,Stand Still Traffic,4
41.81,-87.68,Jam,Unclassified,6
41.81,-87.68,Road Closed,Unclassified,1
41.81,-87.67,Accident,Unclassified,12
41.81,-87.67,Hazard,On Road,60
41.81,-87.67,Hazard,On Shoulder,6
41.81,-87.67,Hazard,Weather,3
41.81,-87.67,Jam,Heavy Traffic,71
41.81,-87.67,Jam,Moderate Traffic,1
41.81,-87.67,Jam,Stand Still Traffic,43
41.81,-87.67,Jam,Unclassified,24
41.81,-87.67,Road Closed,Unclassified,7
41.81,-87.66,Accident,Minor,1
41.81,-87.66,Accident,Unclassified,1
41.81,-87.66,Hazard,On Road,54
41.81,-87.66,Hazard,On Shoulder,4
41.81,-87.66,Hazard,Weather,1
41.81,-87.66,Jam,Heavy Traffic,20
41.81,-87.66,Jam,Stand Still Traffic,14
41.81,-87.66,Jam,Unclassified,3
41.81,-87.66,Road Closed,Unclassified,4
41.81,-87.65,Accident,Unclassified,3
41.81,-87.65,Hazard,On Road,57
41.81,-87.65,Hazard,On Shoulder,3
41.81,-87.65,Hazard,Weather,3
41.81,-87.65,Jam,Heavy Traffic,12
41.81,-87.65,Jam,Stand Still Traffic,3
41.81,-87.65,Jam,Unclassified,12
41.81,-87.65,Road Closed,Unclassified,1
41.81,-87.64,Accident,Major,61
41.81,-87.64,Accident,Minor,14
41.81,-87.64,Accident,Unclassified,210
41.81,-87.64,Hazard,On Road,544
41.81,-87.64,Hazard,On Shoulder,2159
41.81,-87.64,Hazard,Unclassified,27
41.81,-87.64,Hazard,Weather,11
41.81,-87.64,Jam,Heavy Traffic,725
41.81,-87.64,Jam,Moderate Traffic,10
41.81,-87.64,Jam,Stand Still Traffic,497
41.81,-87.64,Jam,Unclassified,189
41.81,-87.63,Accident,Major,35
41.81,-87.63,Accident,Minor,3
41.81,-87.63,Accident,Unclassified,65
41.81,-87.63,Hazard,On Road,199
41.81,-87.63,Hazard,On Shoulder,717
41.81,-87.63,Hazard,Unclassified,25
41.81,-87.63,Hazard,Weather,11
41.81,-87.63,Jam,Heavy Traffic,322
41.81,-87.63,Jam,Moderate Traffic,4
41.81,-87.63,Jam,Stand Still Traffic,182
41.81,-87.63,Jam,Unclassified,69
41.81,-87.63,Road Closed,Unclassified,5
41.81,-87.62,Accident,Unclassified,5
41.81,-87.62,Hazard,On Road,26
41.81,-87.62,Hazard,On Shoulder,6
41.81,-87.62,Hazard,Weather,1
41.81,-87.62,Jam,Heavy Traffic,1
41.81,-87.62,Jam,Stand Still Traffic,2
41.81,-87.62,Jam,Unclassified,11
41.81,-87.62,Road Closed,Unclassified,8
41.81,-87.61,Accident,Unclassified,6
41.81,-87.61,Hazard,On Road,23
41.81,-87.61,Hazard,On Shoulder,11
41.81,-87.61,Hazard,Weather,3
41.81,-87.61,Jam,Heavy Traffic,1
41.81,-87.61,Jam,Stand Still Traffic,3
41.81,-87.61,Jam,Unclassified,13
41.81,-87.61,Road Closed,Unclassified,2
41.81,-87.6,Accident,Major,7
41.81,-87.6,Accident,Minor,4
41.81,-87.6,Accident,Unclassified,39
41.81,-87.6,Hazard,On Road,164
41.81,-87.6,Hazard,On Shoulder,710
41.81,-87.6,Hazard,Unclassified,1
41.81,-87.6,Hazard,Weather,10
41.81,-87.6,Jam,Heavy Traffic,34
41.81,-87.6,Jam,Moderate Traffic,2
41.81,-87.6,Jam,Stand Still Traffic,27
41.81,-87.6,Jam,Unclassified,30
41.81,-87.6,Road Closed,Event,2
41.81,-87.6,Road Closed,Unclassified,16
41.81,-87.59,Accident,Major,2
41.81,-87.59,Accident,Unclassified,14
41.81,-87.59,Hazard,On Road,41
41.81,-87.59,Hazard,On Shoulder,46
41.81,-87.59,Hazard,Weather,3
41.81,-87.59,Jam,Heavy Traffic,6
41.81,-87.59,Jam,Stand Still Traffic,8
41.81,-87.59,Jam,Unclassified,2
41.81,-87.59,Road Closed,Construction,1
41.81,-87.59,Road Closed,Event,1
41.81,-87.59,Road Closed,Unclassified,13
41.82,-87.75,Accident,Major,3
41.82,-87.75,Accident,Minor,3
41.82,-87.75,Accident,Unclassified,19
41.82,-87.75,Hazard,On Road,74
41.82,-87.75,Hazard,On Shoulder,32
41.82,-87.75,Hazard,Unclassified,1
41.82,-87.75,Hazard,Weather,2
41.82,-87.75,Jam,Heavy Traffic,94
41.82,-87.75,Jam,Moderate Traffic,5
41.82,-87.75,Jam,Stand Still Traffic,113
41.82,-87.75,Jam,Unclassified,16
41.82,-87.74,Accident,Major,13
41.82,-87.74,Accident,Minor,6
41.82,-87.74,Accident,Unclassified,40
41.82,-87.74,Hazard,On Road,172
41.82,-87.74,Hazard,On Shoulder,907
41.82,-87.74,Hazard,Unclassified,1
41.82,-87.74,Hazard,Weather,5
41.82,-87.74,Jam,Heavy Traffic,232
41.82,-87.74,Jam,Moderate Traffic,33
41.82,-87.74,Jam,Stand Still Traffic,96
41.82,-87.74,Jam,Unclassified,108
41.82,-87.73,Accident,Major,45
41.82,-87.73,Accident,Minor,13
41.82,-87.73,Accident,Unclassified,118
41.82,-87.73,Hazard,On Road,812
41.82,-87.73,Hazard,On Shoulder,2571
41.82,-87.73,Hazard,Unclassified,12
41.82,-87.73,Hazard,Weather,19
41.82,-87.73,Jam,Heavy Traffic,893
41.82,-87.73,Jam,Moderate Traffic,40
41.82,-87.73,Jam,Stand Still Traffic,423
41.82,-87.73,Jam,Unclassified,342
41.82,-87.73,Road Closed,Event,4
41.82,-87.73,Road Closed,Unclassified,7
41.82,-87.72,Accident,Major,36
41.82,-87.72,Accident,Minor,14
41.82,-87.72,Accident,Unclassified,119
41.82,-87.72,Hazard,On Road,994
41.82,-87.72,Hazard,On Shoulder,2323
41.82,-87.72,Hazard,Unclassified,11
41.82,-87.72,Hazard,Weather,78
41.82,-87.72,Jam,Heavy Traffic,596
41.82,-87.72,Jam,Moderate Traffic,32
41.82,-87.72,Jam,Stand Still Traffic,240
41.82,-87.72,Jam,Unclassified,263
41.82,-87.72,Road Closed,Event,5
41.82,-87.72,Road Closed,Unclassified,2
41.82,-87.71,Accident,Major,39
41.82,-87.71,Accident,Minor,5
41.82,-87.71,Accident,Unclassified,81
41.82,-87.71,Hazard,On Road,422
41.82,-87.71,Hazard,On Shoulder,1180
41.82,-87.71,Hazard,Unclassified,13
41.82,-87.71,Hazard,Weather,18
41.82,-87.71,Jam,Heavy Traffic,527
41.82,-87.71,Jam,Moderate Traffic,27
41.82,-87.71,Jam,Stand Still Traffic,261
41.82,-87.71,Jam,Unclassified,222
41.82,-87.71,Road Closed,Event,7
41.82,-87.71,Road Closed,Unclassified,6
41.82,-87.7,Accident,Major,1
41.82,-87.7,Accident,Minor,1
41.82,-87.7,Accident,Unclassified,7
41.82,-87.7,Hazard,On Road,61
41.82,-87.7,Hazard,On Shoulder,8
41.82,-87.7,Hazard,Weather,11
41.82,-87.7,Jam,Heavy Traffic,11
41.82,-87.7,Jam,Moderate Traffic,3
41.82,-87.7,Jam,Stand Still Traffic,12
41.82,-87.7,Jam,Unclassified,17
41.82,-87.7,Road Closed,Unclassified,3
41.82,-87.69,Accident,Major,5
41.82,-87.69,Accident,Minor,5
41.82,-87.69,Accident,Unclassified,62
41.82,-87.69,Hazard,On Road,217
41.82,-87.69,Hazard,On Shoulder,63
41.82,-87.69,Hazard,Weather,6
41.82,-87.69,Jam,Heavy Traffic,212
41.82,-87.69,Jam,Moderate Traffic,6
41.82,-87.69,Jam,Stand Still Traffic,126
41.82,-87.69,Jam,Unclassified,66
41.82,-87.69,Road Closed,Unclassified,2
41.82,-87.68,Accident,Unclassified,2
41.82,-87.68,Hazard,On Road,27
41.82,-87.68,Hazard,On Shoulder,4
41.82,-87.68,Hazard,Weather,2
41.82,-87.68,Jam,Heavy Traffic,60
41.82,-87.68,Jam,Moderate Traffic,1
41.82,-87.68,Jam,Stand Still Traffic,40
41.82,-87.68,Jam,Unclassified,25
41.82,-87.67,Accident,Major,1
41.82,-87.67,Accident,Unclassified,9
41.82,-87.67,Hazard,On Road,65
41.82,-87.67,Hazard,On Shoulder,23
41.82,-87.67,Hazard,Weather,2
41.82,-87.67,Jam,Heavy Traffic,57
41.82,-87.67,Jam,Moderate Traffic,1
41.82,-87.67,Jam,Stand Still Traffic,39
41.82,-87.67,Jam,Unclassified,21
41.82,-87.66,Accident,Unclassified,3
41.82,-87.66,Hazard,On Road,72
41.82,-87.66,Hazard,On Shoulder,7
41.82,-87.66,Hazard,Weather,18
41.82,-87.66,Jam,Heavy Traffic,3
41.82,-87.66,Jam,Stand Still Traffic,24
41.82,-87.66,Jam,Unclassified,7
41.82,-87.66,Road Closed,Event,1
41.82,-87.66,Road Closed,Unclassified,12
41.82,-87.65,Accident,Major,2
41.82,-87.65,Accident,Unclassified,4
41.82,-87.65,Hazard,On Road,47
41.82,-87.65,Hazard,On Shoulder,3
41.82,-87.65,Hazard,Unclassified,1
41.82,-87.65,Hazard,Weather,1
41.82,-87.65,Jam,Heavy Traffic,15
41.82,-87.65,Jam,Moderate Traffic,1
41.82,-87.65,Jam,Stand Still Traffic,14
41.82,-87.65,Jam,Unclassified,9
41.82,-87.65,Road Closed,Event,8
41.82,-87.65,Road Closed,Unclassified,3
41.82,-87.64,Accident,Major,40
41.82,-87.64,Accident,Minor,22
41.82,-87.64,Accident,Unclassified,154
41.82,-87.64,Hazard,On Road,620
41.82,-87.64,Hazard,On Shoulder,2797
41.82,-87.64,Hazard,Unclassified,35
41.82,-87.64,Hazard,Weather,14
41.82,-87.64,Jam,Heavy Traffic,1065
41.82,-87.64,Jam,Moderate Traffic,17
41.82,-87.64,Jam,Stand Still Traffic,692
41.82,-87.64,Jam,Unclassified,245
41.82,-87.64,Road Closed,Event,36
41.82,-87.64,Road Closed,Unclassified,5
41.82,-87.63,Accident,Major,44
41.82,-87.63,Accident,Minor,4
41.82,-87.63,Accident,Unclassified,28
41.82,-87.63,Hazard,On Road,105
41.82,-87.63,Hazard,On Shoulder,247
41.82,-87.63,Hazard,Unclassified,2
41.82,-87.63,Hazard,Weather,5
41.82,-87.63,Jam,Heavy Traffic,122
41.82,-87.63,Jam,Stand Still Traffic,66
41.82,-87.63,Jam,Unclassified,48
41.82,-87.62,Accident,Major,2
41.82,-87.62,Accident,Minor,1
41.82,-87.62,Accident,Unclassified,6
41.82,-87.62,Hazard,On Road,29
41.82,-87.62,Hazard,On Shoulder,2
41.82,-87.62,Hazard,Weather,3
41.82,-87.62,Jam,Heavy Traffic,4
41.82,-87.62,Jam,Stand Still Traffic,3
41.82,-87.62,Jam,Unclassified,14
41.82,-87.62,Road Closed,Unclassified,3
41.82,-87.61,Accident,Major,1
41.82,-87.61,Accident,Minor,1
41.82,-87.61,Accident,Unclassified,33
41.82,-87.61,Hazard,On Road,125
41.82,-87.61,Hazard,On Shoulder,228
41.82,-87.61,Hazard,Weather,4
41.82,-87.61,Jam,Heavy Traffic,54
41.82,-87.61,Jam,Moderate Traffic,4
41.82,-87.61,Jam,Stand Still Traffic,73
41.82,-87.61,Jam,Unclassified,43
41.82,-87.61,Road Closed,Event,2
41.82,-87.61,Road Closed,Unclassified,3
41.82,-87.6,Accident,Major,2
41.82,-87.6,Accident,Minor,1
41.82,-87.6,Accident,Unclassified,12
41.82,-87.6,Hazard,On Road,93
41.82,-87.6,Hazard,On Shoulder,139
41.82,-87.6,Hazard,Unclassified,1
41.82,-87.6,Jam,Heavy Traffic,20
